source,name,address,rating,reviews,info
2GIS,Сабыр строй,"Көше Е-36, 6, Астана",5,7 баға,Құрылыс материалдары ​​2 филиал Құрылыс материалдары
2GIS,Муравей,"Жұбан Молдағалиев көшесі, 3, Астана",5,82 баға,Құрылыс дүкені ​​2 филиал Құрылыс материалдары 2ГИСтен жаңа клиенттерге 5%! Құрылыс материалдарының үлкен таңдауы!⚒️ Жарнама WhatsApp-қа жазу
2GIS,Bereke stroy,"Мухаммед Али Джинна көшесі, 16, Астана",4.9,46 баға,Строительный магазин ​​3 филиал Құрылыс материалдары
2GIS,СтройСнаб-Б,"Сағадат Нұрмағамбетов көшесі, 21, Астана",4.5,245 баға,Құрылыс материалдары дүкені ​​2 филиал Құрылыс материалдары
2GIS,UV Stroy,"Көше Е-36, 11, Астана",5,25 баға,Құрылыс материалдары ​​2 филиал Құрылыс материалдары
2GIS,СтройМагБро,"Мухаммед Али Джинна көшесі, 16, Астана",4.6,56 баға,Құрылыс материалдары дүкені ​​5 филиал Құрылыс материалдары
2GIS,13:28,,4.7,158 баға,"Магазин стройматериалов Бейімбет Майлин көшесі, 31, Астана Құрылыс материалдары"
2GIS,Bolashak Stroy,,4.2,70 баға,"Құрылыс материалдары Тәуелсіздік даңғылы, 25, Астана Құрылыс материалдары · Жеткізу"
2GIS,Магазин стройматериалов и аренды инструментов,,3.9,45 баға,"Құрылыс материалдары Бауыржан Момышұлы даңғылы, 12, Астана Құрылыс материалдары"
2GIS,ВестСтрой,,4.6,195 баға,"Құрылыс материалдары дүкені Сығанақ көшесі, 4, Астана Құрылыс материалдары"
2GIS,Usta,"Ахмет Байтұрсынұлы көшесі, 17, Астана",4,197 баға,Строительный магазин ​​4 филиал Құрылыс материалдары
2GIS,Шаңырақ,"Мәңгілік Ел даңғылы, 62/4, Астана",4.4,65 баға,Строительный магазин ​​3 филиал Құрылыс материалдары · Жеткізу Құрылыс заттарының барлық түрлері! Жарнама Қоңырау шалу
2GIS,City Stroy,,4.9,171 баға,"Құрылыс материалдары Санжар Асфендияров көшесі, 5, Астана Құрылыс материалдары"
2GIS,ОКС-Строй,,4.5,214 баға,"Құрылыс материалдары Константин Циолковский көшесі, 13а, Астана Құрылыс материалдары · Жеткізу"
2GIS,Томпак,,4.4,239 баға,"Құрылыс дүкені Ілияс Омаров көшесі, 1, Астана Құрылыс материалдары · Жеткізу"
2GIS,КокшеСтрой,,5,31 баға,"Құрылыс материалдары Сығанақ көшесі, 12, Астана Құрылыс материалдары · Жеткізу"
2GIS,Besterek,,4.8,111 баға,"Құрылыс тауарлары дүкені Фариза Оңғарсынова көшесі, 6, Астана Құрылыс материалдары"
2GIS,Шурупик,,4.9,210 баға,"Құрылыс материалдары Абай даңғылы, 34, Астана Құрылыс материалдары"
2GIS,Emir Stroy,,5,240 баға,"Құрылыс материалдары Кенесары көшесі, 65, Астана Құрылыс материалдары"
2GIS,masterstroi.kz,"Мухаммед Али Джинна көшесі, 9, Астана",4.9,175 баға,"Құрылыс материалдары ​​4 филиал Құрылыс материалдары Жөндеуге бәрі жақын — адал баға, жылдармен тексерілген сапа Жарнама Қоңырау шалу"
2GIS,Көмекші,,,,"Строительный магазин Мағжан Жұмабаев даңғылы, 23/1, Астана Құрылыс материалдары"
2GIS,BK Group,"Е-899 көшесі, 3, Астана",5,22 баға,Строительный магазин ​​4 филиал Құрылыс материалдары · Жеткізу
2GIS,Строй Bro,,4.8,54 баға,"Строительный магазин Тәуелсіздік даңғылы, 25/1, Астана Құрылыс материалдары"
2GIS,Центр крепежа,,4.1,114 баға,"Кеңсе Көшесі Анар, 1/1, Астана Құрылыс материалдары"
2GIS,СтройМаг #09,,5,13 баға,"Құрылыс материалдары Шапық Шөкин көшесі, 6, Астана Құрылыс материалдары"
2GIS,Прораб,,2.3,13 баға,"Строительный магазин Тәуелсіздік даңғылы, 25/1, Астана Құрылыс материалдары"
2GIS,Құрылыс,,4.9,214 баға,"Строительный магазин Ілияс Омаров көшесі, 23, Астана Құрылыс материалдары"
2GIS,Все для ремонта,,4.4,127 баға,"Құрылыс дүкені Сығанақ көшесі, 16, Астана Құрылыс материалдары"
2GIS,АрСтрой,,5,9 баға,"Құрылыс материалдары Сығанақ көшесі, 12, Астана Құрылыс материалдары · Жеткізу"
2GIS,Е 15,,3.7,56 баға,"Құрылыс дүкені Мухаммед Али Джинна көшесі, 3, Астана Құрылыс материалдары"
2GIS,Прокат Сервис,,4.6,489 баға,"Құрылыс құралдары мен тауарларын жалға беретін компания Ақжол даңғылы, 66/3, Астана Құрылыс материалдары · Жеткізу"
2GIS,А-111,,,,"Құрылыс материалдары дүкені Сығанақ көшесі, 12, Астана Құрылыс материалдары"
2GIS,BK Group,"Күлтегін көшесі, 4а, Астана",4.9,54 баға,Строительный магазин ​​4 филиал Құрылыс материалдары · Жеткізу
